0.748898984	0.252487651
0.274847898	0.331175563
0.859624079	0.181347289
0.634783676	0.62226934
0.69055135	0.546868922
0.54712816	0.738656927
0.147478379	0.789991711
0.159217609	0.55019432
0.30498975	0.225453737
0.33013968	0.65180704
0.231392635	0.843087009
0.323731438	0.761028554
0.369969482	0.288933107
0.282772353	0.333135454
0.779841083	0.102602908
0.78664759	0.722593285
0.869906327	0.229214421
0.835592353	0.195478245
0.477415074	0.420453948
0.595106555	0.432601894
0.417591134	0.860621523
0.311379588	0.713868078
0.418121211	0.544536855
0.483778895	0.254888582
0.648340588	0.729023243
0.316501784	0.573399231
0.557984197	0.546558501
0.648461167	0.102380043
0.468183643	0.686661743
0.274363727	0.635211948
0.198080023	0.414210242
0.655965922	0.307652305
0.599623473	0.294157902
0.278769115	0.569651242
0.535830286	0.346915222
0.355299732	0.873403629
0.65617823	0.177409145
0.734396984	0.508181064
0.537774569	0.626309996
0.314955758	0.514825341
0.656611824	0.261690447
0.615771322	0.854186853
0.813674861	0.868424819
0.790417076	0.366313288
0.408886041	0.148945571
0.587504498	0.154370108
0.175427126	0.514284766
0.87707122	0.762273298
0.147978644	0.649838802
0.268470281	0.556126066
0.35961213	0.559466858
0.43130794	0.111019786
0.194727553	0.600450133
0.774721093	0.502778875
0.483598168	0.844028718
0.750198772	0.793148292
0.130421042	0.661910665
0.20677262	0.5997648
0.607570576	0.89007159
0.475950361	0.459208562
0.737844517	0.89620149
0.862153881	0.24326425
0.500667664	0.70114512
0.724787183	0.598118169
0.32137046	0.601009782
0.460475288	0.693544073
0.868653728	0.46967197
0.653404629	0.622791271
0.851443862	0.12385439
0.882870941	0.184201186
0.845261686	0.204859161
0.628145264	0.810976459
0.467636858	0.436121015
0.853766864	0.526107559
0.185139615	0.378522543
0.24380459	0.211790487
0.477317574	0.358625436
0.117724455	0.663493384
0.486288353	0.798853374
0.741019446	0.161073943
0.780548437	0.16155297
0.236474731	0.829342662
0.315743559	0.274966056
0.155125288	0.386068521
0.212929464	0.197290872
0.267571008	0.561946295
0.378576614	0.424539638
0.270207622	0.604644419
0.573820417	0.30506473
0.605493801	0.534004906
0.208813014	0.488875266
0.294807222	0.6739483
0.544987216	0.427458713
0.276438497	0.657584488
0.83662084	0.320761716
0.863445029	0.8262262
0.642089734	0.19647643
0.773986924	0.1831112
0.460978964	0.153741752
0.616159788	0.111261986
